"ZIPCODE","STATE","YEAR","Latitude","Longitude","A00100","A07260"
77084,"TX",2009,29.83,-95.66,2003586,1132
77085,"TX",2009,29.62,-95.49,213947,104
77086,"TX",2009,29.92,-95.49,325493,161
77087,"TX",2009,29.69,-95.3,415897,241
77088,"TX",2009,29.88,-95.45,713627,446
77089,"TX",2009,29.59,-95.23,986989,803
77090,"TX",2009,30.01,-95.44,535799,236
77091,"TX",2009,29.85,-95.44,278558,178
77092,"TX",2009,29.83,-95.47,522556,319
77093,"TX",2009,29.86,-95.34,484650,118
77094,"TX",2009,29.77,-95.68,684713,252
77095,"TX",2009,29.91,-95.65,2175665,1202
77096,"TX",2009,29.68,-95.48,1134124,711
77098,"TX",2009,29.73,-95.42,878169,203
77099,"TX",2009,29.67,-95.59,568468,251
77301,"TX",2009,30.32,-95.47,320642,125
77302,"TX",2009,30.22,-95.34,394196,204
77303,"TX",2009,30.38,-95.38,266541,139
77304,"TX",2009,30.32,-95.51,625048,255
77306,"TX",2009,30.29,-95.31,143115,110
77316,"TX",2009,30.31,-95.69,445071,230
77318,"TX",2009,30.44,-95.53,370801,213
77320,"TX",2009,30.8,-95.55,337081,217
77327,"TX",2009,30.34,-95.07,267658,175
77328,"TX",2009,30.39,-95.19,238949,180
77331,"TX",2009,30.59,-95.12,126479,90
77335,"TX",2009,30.6,-94.94,28892,17
77336,"TX",2009,30.06,-95.09,328428,202
77338,"TX",2009,29.99,-95.26,559912,329
77339,"TX",2009,30.05,-95.22,1297792,940
77340,"TX",2009,30.71,-95.54,392547,176
77345,"TX",2009,30.05,-95.16,1434083,807
77346,"TX",2009,29.99,-95.18,1785132,1200
77351,"TX",2009,30.7,-94.93,448824,282
77354,"TX",2009,30.21,-95.74,928824,432
77355,"TX",2009,30.16,-95.75,730117,390
77356,"TX",2009,30.39,-95.69,1112650,535
77357,"TX",2009,30.15,-95.18,345263,215
77358,"TX",2009,30.53,-95.48,94218,49
77359,"TX",2009,30.74,-95.3,11168,0
77360,"TX",2009,30.8,-95.1,78802,61
77362,"TX",2009,30.16,-95.67,124116,60
77363,"TX",2009,30.3,-95.84,54242,27
77364,"TX",2009,30.76,-95.25,42720,40
77365,"TX",2009,30.1,-95.29,556485,253
77371,"TX",2009,30.49,-95,98311,47
77372,"TX",2009,30.23,-95.16,177237,94
77373,"TX",2009,30.06,-95.38,1186659,796
77375,"TX",2009,30.09,-95.61,938638,375
77377,"TX",2009,30.06,-95.68,1088064,484
77378,"TX",2009,30.42,-95.47,248748,105
77379,"TX",2009,30.04,-95.53,2961874,1424
77380,"TX",2009,30.14,-95.47,1117566,422
77381,"TX",2009,30.18,-95.5,2177606,971
77382,"TX",2009,30.19,-95.55,2168550,418
77384,"TX",2009,30.23,-95.5,487402,207
77385,"TX",2009,30.19,-95.42,506425,268
77386,"TX",2009,30.1,-95.36,1219522,646
77388,"TX",2009,30.06,-95.47,1229641,796
77389,"TX",2009,30.12,-95.52,813258,402
77396,"TX",2009,29.94,-95.26,846043,312
77401,"TX",2009,29.7,-95.46,1742487,440
77406,"TX",2009,29.65,-95.79,1233757,569
77407,"TX",2009,29.68,-95.7,676373,270
77414,"TX",2009,28.97,-95.96,392840,255
77417,"TX",2009,29.49,-95.91,30328,0
77418,"TX",2009,29.94,-96.25,270602,108
77420,"TX",2009,29.23,-95.98,46860,22
77422,"TX",2009,29.04,-95.56,273128,171
77423,"TX",2009,29.78,-95.95,145640,50
77426,"TX",2009,30.12,-96.26,59940,27
77429,"TX",2009,30,-95.67,2864312,1390
77430,"TX",2009,29.27,-95.72,61590,33
77433,"TX",2009,29.96,-95.69,1583351,573
77434,"TX",2009,29.58,-96.32,72746,76
77435,"TX",2009,29.52,-96.06,112324,57
77437,"TX",2009,29.19,-96.27,317102,123
77441,"TX",2009,29.67,-95.92,334288,121
77442,"TX",2009,29.45,-96.51,18477,0
77444,"TX",2009,29.33,-95.76,17887,0
77445,"TX",2009,30.09,-96.08,225991,92
77447,"TX",2009,30.04,-95.81,271202,134
77449,"TX",2009,29.84,-95.73,1720523,1024
77450,"TX",2009,29.75,-95.74,2770169,1348
77455,"TX",2009,29.18,-96.42,36406,15
77459,"TX",2009,29.57,-95.53,2347490,1231
77461,"TX",2009,29.39,-95.83,217034,118
77465,"TX",2009,28.71,-96.23,111854,60
77468,"TX",2009,29.13,-95.94,4255,0
77469,"TX",2009,29.58,-95.76,1032424,419
77471,"TX",2009,29.54,-95.79,549229,234
77474,"TX",2009,29.77,-96.15,284497,179
77477,"TX",2009,29.62,-95.56,649808,379
77478,"TX",2009,29.61,-95.61,1359109,742
77479,"TX",2009,29.57,-95.64,3669598,1561
77480,"TX",2009,29.04,-95.69,168191,89
77482,"TX",2009,29.03,-95.88,46208,32
77484,"TX",2009,30.05,-95.92,239510,133
77485,"TX",2009,29.63,-96.06,64532,33
77486,"TX",2009,29.14,-95.64,166284,103
77488,"TX",2009,29.31,-96.09,250390,130
77489,"TX",2009,29.6,-95.52,674553,599
77493,"TX",2009,29.79,-95.82,585514,338
77494,"TX",2009,29.74,-95.83,2832565,828
77498,"TX",2009,29.63,-95.65,1015099,558
77502,"TX",2009,29.68,-95.2,507603,326
77503,"TX",2009,29.7,-95.16,343102,208
77504,"TX",2009,29.65,-95.19,407278,250
77505,"TX",2009,29.66,-95.15,662316,470
77506,"TX",2009,29.71,-95.2,357229,172
77510,"TX",2009,29.38,-95.09,355132,241
77511,"TX",2009,29.43,-95.24,886358,692
77514,"TX",2009,29.76,-94.67,108052,82
77515,"TX",2009,29.16,-95.42,560218,371
77517,"TX",2009,29.36,-95.13,158203,128
77518,"TX",2009,29.5,-94.99,152033,126
77519,"TX",2009,30.24,-94.6,20386,0
77520,"TX",2009,29.74,-94.96,649401,474
77521,"TX",2009,29.8,-94.97,1045320,662
77523,"TX",2009,29.76,-94.87,484653,319
77530,"TX",2009,29.78,-95.11,470420,334
77531,"TX",2009,29.02,-95.39,270087,141
77532,"TX",2009,29.91,-95.05,657277,464
77534,"TX",2009,29.22,-95.34,76077,53
77535,"TX",2009,30.05,-94.89,541140,395
77536,"TX",2009,29.69,-95.11,902891,739
77538,"TX",2009,30.02,-94.58,17037,0
77539,"TX",2009,29.45,-95.06,851292,634
77541,"TX",2009,28.95,-95.36,255205,201
77545,"TX",2009,29.53,-95.45,362152,202
77546,"TX",2009,29.51,-95.19,1983130,1249
77547,"TX",2009,29.74,-95.23,123197,62
77550,"TX",2009,29.3,-94.79,377778,312
77551,"TX",2009,29.28,-94.83,359533,614
77554,"TX",2009,29.25,-94.92,293260,247
77560,"TX",2009,29.87,-94.57,19733,18
77562,"TX",2009,29.81,-95.05,235722,202
77563,"TX",2009,29.31,-95.01,182706,207
77564,"TX",2009,30.19,-94.67,29514,26
77565,"TX",2009,29.54,-95.03,280366,170
77566,"TX",2009,29.04,-95.44,928163,586
77568,"TX",2009,29.36,-94.99,276319,214
77571,"TX",2009,29.66,-95.04,884371,847
77573,"TX",2009,29.48,-95.1,2451444,1389
77575,"TX",2009,30.04,-94.79,261850,184
77577,"TX",2009,29.29,-95.27,27440,41
77578,"TX",2009,29.48,-95.35,444011,185
77581,"TX",2009,29.55,-95.27,1326465,880
77583,"TX",2009,29.37,-95.45,381535,161
77584,"TX",2009,29.55,-95.35,2307678,1274
77585,"TX",2009,30.28,-94.52,15519,0
77586,"TX",2009,29.56,-95.02,873293,777
77587,"TX",2009,29.66,-95.22,192521,123
77590,"TX",2009,29.4,-94.95,526670,387
77591,"TX",2009,29.4,-95,218062,135
77597,"TX",2009,29.86,-94.69,19545,0
77598,"TX",2009,29.53,-95.11,417728,176
77611,"TX",2009,30.02,-93.85,207420,547
77612,"TX",2009,30.44,-93.96,163926,102
77616,"TX",2009,30.57,-94.17,22065,22
77619,"TX",2009,29.94,-93.91,342652,236
77622,"TX",2009,29.86,-94.31,38007,26
77624,"TX",2009,30.66,-94.38,14815,0
77625,"TX",2009,30.37,-94.31,175022,164
77627,"TX",2009,29.97,-93.99,594015,401
77630,"TX",2009,30.1,-93.75,482433,379
77632,"TX",2009,30.2,-93.8,487087,303
77640,"TX",2009,29.89,-93.92,228420,180
77642,"TX",2009,29.96,-93.89,509834,481
77651,"TX",2009,29.97,-93.94,376430,233
77655,"TX",2009,29.73,-93.89,8132,0
77656,"TX",2009,30.34,-94.18,313918,209
77657,"TX",2009,30.26,-94.2,518556,333
77659,"TX",2009,30.13,-94.4,136582,123
77660,"TX",2009,30.69,-94.17,26114,18
77662,"TX",2009,30.12,-94,443838,336
77664,"TX",2009,30.61,-94.4,45871,34
77665,"TX",2009,29.81,-94.38,126603,99
77701,"TX",2009,30.07,-94.11,159397,95
77702,"TX",2009,30.09,-94.13,76715,48
77703,"TX",2009,30.14,-94.11,140959,94
77705,"TX",2009,29.9,-94.16,441112,291
77706,"TX",2009,30.1,-94.17,1101465,499
77707,"TX",2009,30.08,-94.14,425342,238
77708,"TX",2009,30.15,-94.16,204252,131
77713,"TX",2009,30.07,-94.25,318271,182
77801,"TX",2009,30.64,-96.36,126518,55
77802,"TX",2009,30.66,-96.36,554573,299
77803,"TX",2009,30.68,-96.39,294694,112
77807,"TX",2009,30.68,-96.48,165164,66
77808,"TX",2009,30.8,-96.31,277899,174
77830,"TX",2009,30.55,-96.03,55785,33
77831,"TX",2009,30.74,-95.92,46745,31
77833,"TX",2009,30.15,-96.39,574482,280
77835,"TX",2009,30.17,-96.59,58786,32
77836,"TX",2009,30.52,-96.7,199411,67
77837,"TX",2009,30.97,-96.67,20703,0
77840,"TX",2009,30.6,-96.31,379613,123
77845,"TX",2009,30.56,-96.27,1462920,623
77853,"TX",2009,30.35,-96.81,20155,0
77856,"TX",2009,31.02,-96.48,115088,41
77857,"TX",2009,30.78,-96.67,17147,0
77859,"TX",2009,30.87,-96.59,100258,63
77861,"TX",2009,30.73,-96.07,47187,37
77864,"TX",2009,30.95,-95.9,112854,60
77865,"TX",2009,31.23,-96.25,28953,0
77868,"TX",2009,30.38,-96.08,212447,85
77871,"TX",2009,31.03,-96.11,73636,48
77872,"TX",2009,30.93,-96.08,31918,13
77873,"TX",2009,30.54,-95.86,27597,0
77879,"TX",2009,30.34,-96.53,75189,35
77880,"TX",2009,30.33,-96.22,41466,23
77901,"TX",2009,28.82,-96.98,603226,215
77904,"TX",2009,28.94,-97.02,705359,447
77905,"TX",2009,28.73,-97.04,294273,178
77954,"TX",2009,29.09,-97.28,180916,116
77957,"TX",2009,28.97,-96.64,145556,58
77962,"TX",2009,29.04,-96.51,66398,30
77963,"TX",2009,28.66,-97.39,97412,63
77964,"TX",2009,29.44,-96.94,178824,82
77968,"TX",2009,28.87,-96.79,67719,44
77971,"TX",2009,28.83,-96.52,17777,0
77974,"TX",2009,28.89,-97.31,9943,0
77975,"TX",2009,29.57,-97.14,32903,24
77979,"TX",2009,28.61,-96.62,294930,144
77983,"TX",2009,28.41,-96.71,30394,33
77984,"TX",2009,29.43,-97.17,84255,60
77990,"TX",2009,28.43,-96.88,11339,0
77994,"TX",2009,29.2,-97.46,8655,0
77995,"TX",2009,29.29,-97.14,162302,77
78002,"TX",2009,29.28,-98.73,89184,42
78003,"TX",2009,29.72,-99.07,176761,112
78004,"TX",2009,29.9,-98.56,19965,0
78005,"TX",2009,29.05,-98.85,10146,0
78006,"TX",2009,29.8,-98.73,1194568,602
78008,"TX",2009,28.75,-98.3,6734,0
78009,"TX",2009,29.34,-98.87,170560,105
78010,"TX",2009,29.93,-99.03,71059,37
78011,"TX",2009,28.85,-98.7,28481,0
78012,"TX",2009,28.78,-98.49,8050,0
78013,"TX",2009,29.97,-98.9,123545,68
78014,"TX",2009,28.43,-99.23,72994,36
78015,"TX",2009,29.75,-98.65,544727,294
78016,"TX",2009,29.14,-98.9,162167,135
78017,"TX",2009,28.66,-99.17,41947,30
78022,"TX",2009,28.33,-98.11,105102,63
78023,"TX",2009,29.56,-98.69,907383,399
78024,"TX",2009,30.06,-99.33,64703,30
78025,"TX",2009,30.07,-99.23,100639,52
78026,"TX",2009,28.91,-98.54,111061,59
78027,"TX",2009,29.96,-98.51,18740,0
78028,"TX",2009,30.04,-99.13,820396,562
78039,"TX",2009,29.3,-98.81,32756,0
78040,"TX",2009,27.51,-99.5,354342,115
78041,"TX",2009,27.55,-99.46,795238,409
78043,"TX",2009,27.53,-99.48,454308,292
78045,"TX",2009,27.83,-99.69,1117719,709
78046,"TX",2009,27.37,-99.35,502955,309
78052,"TX",2009,29.23,-98.79,116437,57
78055,"TX",2009,29.8,-99.25,44910,17
78056,"TX",2009,29.53,-98.93,62446,38
78057,"TX",2009,29.05,-99.01,14600,0
78058,"TX",2009,30.16,-99.36,25476,0
78059,"TX",2009,29.19,-98.85,72864,40
78061,"TX",2009,28.88,-99.09,113609,58
78063,"TX",2009,29.71,-98.93,215265,112
78064,"TX",2009,28.96,-98.49,261186,113
78065,"TX",2009,29.03,-98.57,127708,54
78066,"TX",2009,29.5,-98.85,18149,0
78067,"TX",2009,27.13,-99.33,12631,0
78069,"TX",2009,29.19,-98.68,64503,45
78070,"TX",2009,29.86,-98.4,488018,266
78071,"TX",2009,28.46,-98.17,74096,39
78072,"TX",2009,28.45,-98.54,49663,0
78073,"TX",2009,29.25,-98.62,98893,40
78076,"TX",2009,26.89,-99.26,153072,61
78101,"TX",2009,29.37,-98.25,181856,114
78102,"TX",2009,28.4,-97.74,260831,176
78108,"TX",2009,29.57,-98.23,703562,395
78109,"TX",2009,29.51,-98.31,654155,447
78112,"TX",2009,29.25,-98.33,102621,42
78113,"TX",2009,28.98,-98.02,53567,26
78114,"TX",2009,29.13,-98.15,379459,226
78116,"TX",2009,29.13,-97.8,6420,0
78117,"TX",2009,28.93,-97.98,14209,0
78118,"TX",2009,28.88,-97.9,60450,21
78119,"TX",2009,28.81,-97.85,72148,37
78121,"TX",2009,29.35,-98.11,290168,165
78122,"TX",2009,29.43,-97.74,5410,0
78123,"TX",2009,29.59,-98.04,64827,34
78124,"TX",2009,29.57,-98.14,120024,87
78130,"TX",2009,29.7,-98.11,1222185,541
78132,"TX",2009,29.76,-98.19,732430,406
78133,"TX",2009,29.87,-98.26,389076,301
78140,"TX",2009,29.26,-97.76,47480,13
78141,"TX",2009,28.92,-97.61,13280,0
78148,"TX",2009,29.55,-98.3,461666,311
78151,"TX",2009,28.88,-97.71,19623,0
78152,"TX",2009,29.42,-98.21,61341,42
78154,"TX",2009,29.55,-98.26,811289,597
78155,"TX",2009,29.57,-97.96,779181,442
78159,"TX",2009,29.27,-97.63,13386,0
78160,"TX",2009,29.23,-97.96,64822,35
78161,"TX",2009,29.29,-98.06,16507,0
78163,"TX",2009,29.77,-98.45,353178,252
78164,"TX",2009,28.98,-97.5,78680,61
78201,"TX",2009,29.47,-98.53,539860,221
78202,"TX",2009,29.43,-98.46,105323,25
78203,"TX",2009,29.42,-98.46,49272,10
78204,"TX",2009,29.4,-98.51,159450,62
78205,"TX",2009,29.42,-98.49,100652,0
78207,"TX",2009,29.42,-98.53,399486,106
78208,"TX",2009,29.44,-98.46,37630,10
78209,"TX",2009,29.49,-98.46,2087511,714
78210,"TX",2009,29.4,-98.46,420976,183
78211,"TX",2009,29.34,-98.57,292649,97
78212,"TX",2009,29.45,-98.5,815071,226
78213,"TX",2009,29.52,-98.52,698085,389
78214,"TX",2009,29.32,-98.47,242894,98
78215,"TX",2009,29.44,-98.48,24167,0
78216,"TX",2009,29.54,-98.49,949870,432
78217,"TX",2009,29.54,-98.42,669087,444
78218,"TX",2009,29.49,-98.4,500204,223
78219,"TX",2009,29.45,-98.39,191679,144
78220,"TX",2009,29.42,-98.39,256551,95
78221,"TX",2009,29.28,-98.48,394303,222
78222,"TX",2009,29.35,-98.37,279843,175
78223,"TX",2009,29.31,-98.39,645167,335
78224,"TX",2009,29.31,-98.53,215134,109
78225,"TX",2009,29.39,-98.53,147901,76
78226,"TX",2009,29.38,-98.57,66136,31
78227,"TX",2009,29.41,-98.63,538229,261
78228,"TX",2009,29.46,-98.57,711961,381
78229,"TX",2009,29.5,-98.57,487817,200
78230,"TX",2009,29.55,-98.56,1308205,679
78231,"TX",2009,29.58,-98.54,369998,208
78232,"TX",2009,29.59,-98.47,1289098,898
78233,"TX",2009,29.56,-98.36,793073,573
78234,"TX",2009,29.46,-98.44,79610,21
78235,"TX",2009,29.35,-98.44,6343,0
78236,"TX",2009,29.39,-98.62,30987,0
78237,"TX",2009,29.42,-98.57,321898,111
78238,"TX",2009,29.47,-98.62,359075,202
78239,"TX",2009,29.52,-98.36,536474,386
78240,"TX",2009,29.53,-98.61,1023889,615
78242,"TX",2009,29.35,-98.61,289179,130
78244,"TX",2009,29.47,-98.35,469607,332
78245,"TX",2009,29.4,-98.73,941517,593
78247,"TX",2009,29.59,-98.41,1178550,869
78248,"TX",2009,29.59,-98.53,728220,396
78249,"TX",2009,29.57,-98.62,1144287,681
78250,"TX",2009,29.5,-98.66,1111128,998
78251,"TX",2009,29.46,-98.68,980662,654
78252,"TX",2009,29.34,-98.71,79224,41
78253,"TX",2009,29.47,-98.8,768030,501
78254,"TX",2009,29.54,-98.73,1002687,602
78255,"TX",2009,29.65,-98.66,420716,193
78256,"TX",2009,29.62,-98.62,244440,92
78257,"TX",2009,29.66,-98.58,412063,81
78258,"TX",2009,29.63,-98.5,1851568,595
78259,"TX",2009,29.63,-98.43,768050,407
78260,"TX",2009,29.7,-98.49,917066,401
78261,"TX",2009,29.69,-98.4,520085,185
78263,"TX",2009,29.36,-98.3,106287,53
78264,"TX",2009,29.2,-98.49,138364,56
78266,"TX",2009,29.66,-98.34,307149,149
78330,"TX",2009,27.74,-97.92,20103,20
78332,"TX",2009,27.75,-98.06,393403,302
78336,"TX",2009,27.9,-97.14,176626,108
78340,"TX",2009,28.09,-97.21,8208,0
78343,"TX",2009,27.58,-97.79,77029,53
78344,"TX",2009,27.42,-98.84,9200,0
78349,"TX",2009,27.38,-98.27,6071,0
78353,"TX",2009,26.93,-98.13,5228,0
78355,"TX",2009,27.22,-98.14,83493,37
78357,"TX",2009,27.88,-98.61,57915,15
78361,"TX",2009,27.31,-98.68,72963,27
78362,"TX",2009,27.87,-97.2,182457,155
78363,"TX",2009,27.5,-97.86,440728,269
78368,"TX",2009,28.09,-97.82,131809,145
78369,"TX",2009,27.37,-99,5228,0
78370,"TX",2009,27.94,-97.58,92560,85
78372,"TX",2009,27.95,-97.93,97941,49
78373,"TX",2009,27.82,-97.06,123479,95
78374,"TX",2009,27.87,-97.32,422290,334
78375,"TX",2009,27.35,-98.12,47637,13
78376,"TX",2009,27.42,-98.55,3544,0
78377,"TX",2009,28.3,-97.27,70670,27
78379,"TX",2009,27.28,-97.81,69310,17
78380,"TX",2009,27.79,-97.66,354330,316
78382,"TX",2009,28.04,-97.05,327372,190
78383,"TX",2009,28.01,-97.88,80550,50
78384,"TX",2009,27.85,-98.39,69976,59
78387,"TX",2009,28.03,-97.5,155515,112
78389,"TX",2009,28.23,-97.68,25450,26
78390,"TX",2009,27.98,-97.39,99039,79
78391,"TX",2009,28.18,-97.71,4706,0
78393,"TX",2009,28.23,-97.32,48422,34
78401,"TX",2009,27.8,-97.39,87455,14
78402,"TX",2009,27.82,-97.39,16392,0
78404,"TX",2009,27.77,-97.4,318031,250
78405,"TX",2009,27.77,-97.44,124689,133
78406,"TX",2009,27.77,-97.52,11248,0
78407,"TX",2009,27.81,-97.44,28967,22
78408,"TX",2009,27.79,-97.45,115569,106
78409,"TX",2009,27.81,-97.52,37871,38
78410,"TX",2009,27.84,-97.6,564032,477
78411,"TX",2009,27.73,-97.39,576169,463
78412,"TX",2009,27.7,-97.35,658670,569
78413,"TX",2009,27.68,-97.41,940055,758
78414,"TX",2009,27.66,-97.37,850383,650
78415,"TX",2009,27.66,-97.48,504536,586
78416,"TX",2009,27.75,-97.44,159508,163
78417,"TX",2009,27.74,-97.47,54841,71
78418,"TX",2009,27.63,-97.27,684174,489
78501,"TX",2009,26.21,-98.23,852664,416
78503,"TX",2009,26.16,-98.25,326165,65
78504,"TX",2009,26.27,-98.24,1133441,570
78516,"TX",2009,26.18,-98.11,265255,156
78520,"TX",2009,25.96,-97.55,698489,268
78521,"TX",2009,25.92,-97.48,910525,275
78526,"TX",2009,25.99,-97.44,622916,317
78536,"TX",2009,26.64,-98.4,3189,0
78537,"TX",2009,26.16,-98.05,313083,169
78538,"TX",2009,26.29,-97.96,82370,55
78539,"TX",2009,26.29,-98.16,589643,391
78541,"TX",2009,26.46,-98.25,396675,202
78542,"TX",2009,26.35,-98.11,435818,277
78550,"TX",2009,26.19,-97.68,746255,440
78552,"TX",2009,26.2,-97.75,509324,269
78557,"TX",2009,26.1,-98.25,146165,50
78559,"TX",2009,26.15,-97.82,140481,65
78560,"TX",2009,26.24,-98.47,50977,42
78563,"TX",2009,26.6,-98.19,24409,0
78564,"TX",2009,26.72,-99.1,2853,0
78566,"TX",2009,26.07,-97.47,185424,96
78569,"TX",2009,26.41,-97.78,47319,43
78570,"TX",2009,26.14,-97.92,258707,146
78572,"TX",2009,26.21,-98.31,955968,444
78573,"TX",2009,26.3,-98.3,416780,186
78574,"TX",2009,26.31,-98.35,466981,213
78575,"TX",2009,26.03,-97.55,121171,60
78576,"TX",2009,26.23,-98.44,76813,46
78577,"TX",2009,26.18,-98.18,674730,347
78578,"TX",2009,26.07,-97.22,204624,87
78580,"TX",2009,26.47,-97.78,123521,69
78582,"TX",2009,26.55,-98.72,342048,283
78583,"TX",2009,26.23,-97.58,77569,50
78584,"TX",2009,26.4,-99.01,162692,108
78586,"TX",2009,26.13,-97.63,507583,270
78588,"TX",2009,26.73,-98.39,4922,0
78589,"TX",2009,26.19,-98.15,383531,212
78591,"TX",2009,26.58,-98.52,4963,0
78593,"TX",2009,26.25,-97.82,53116,33
78595,"TX",2009,26.28,-98.56,40451,0
78596,"TX",2009,26.16,-97.98,684872,389
78597,"TX",2009,26.41,-97.23,89798,36
78598,"TX",2009,26.55,-97.43,6057,0
78602,"TX",2009,30.11,-97.3,522089,248
78605,"TX",2009,30.74,-98.05,96595,77
78606,"TX",2009,30.09,-98.42,132235,75
78608,"TX",2009,30.94,-97.93,11186,0
78609,"TX",2009,30.76,-98.44,38041,26
78610,"TX",2009,30.08,-97.83,629062,310
78611,"TX",2009,30.76,-98.22,275073,166
78612,"TX",2009,30.08,-97.5,235182,127
78613,"TX",2009,30.51,-97.83,1891155,972
78614,"TX",2009,29.43,-97.56,9167,0
78615,"TX",2009,30.46,-97.38,24781,21
78616,"TX",2009,29.87,-97.53,92027,47
78617,"TX",2009,30.16,-97.6,235940,78
78618,"TX",2009,30.47,-99.18,5723,0
78619,"TX",2009,30.11,-98.03,127314,92
78620,"TX",2009,30.18,-98.08,537889,352
78621,"TX",2009,30.34,-97.37,393786,167
78623,"TX",2009,29.97,-98.23,27331,20
78624,"TX",2009,30.27,-98.87,591101,316
78626,"TX",2009,30.64,-97.68,448852,200
78628,"TX",2009,30.65,-97.75,908882,493
78629,"TX",2009,29.5,-97.44,192576,93
78631,"TX",2009,30.3,-99.25,52702,22
78632,"TX",2009,29.66,-97.48,17334,0
78633,"TX",2009,30.7,-97.73,691932,386
78634,"TX",2009,30.54,-97.54,503148,174
78636,"TX",2009,30.27,-98.4,159012,50
78638,"TX",2009,29.65,-97.81,42094,37
78639,"TX",2009,30.66,-98.45,124206,89
78640,"TX",2009,29.99,-97.87,780875,239
78641,"TX",2009,30.56,-97.86,1062974,544
78642,"TX",2009,30.66,-97.92,254612,129
78643,"TX",2009,30.75,-98.67,121470,58
78644,"TX",2009,29.87,-97.67,285455,107
78645,"TX",2009,30.45,-97.97,321089,304
78648,"TX",2009,29.68,-97.64,120861,48
78650,"TX",2009,30.3,-97.22,29382,16
78652,"TX",2009,30.13,-97.89,126410,97
78653,"TX",2009,30.34,-97.55,312195,90
78654,"TX",2009,30.57,-98.27,390770,300
78655,"TX",2009,29.84,-97.84,54530,0
78656,"TX",2009,29.9,-97.81,32265,12
78657,"TX",2009,30.53,-98.38,227797,167
78659,"TX",2009,30.21,-97.11,61747,17
78660,"TX",2009,30.44,-97.62,1586562,841
78662,"TX",2009,29.93,-97.41,47631,32
78663,"TX",2009,30.43,-98.35,21990,0
78664,"TX",2009,30.51,-97.67,1186833,641
78665,"TX",2009,30.54,-97.64,895867,365
78666,"TX",2009,29.88,-97.92,804733,320
78669,"TX",2009,30.48,-98.16,487641,202
78671,"TX",2009,30.22,-98.63,12675,0
78672,"TX",2009,30.88,-98.46,14297,0
78675,"TX",2009,30.4,-98.7,7743,0
78676,"TX",2009,29.99,-98.1,399684,290
78681,"TX",2009,30.53,-97.73,1527794,906
78701,"TX",2009,30.26,-97.74,508387,80
78702,"TX",2009,30.26,-97.71,299659,126
78703,"TX",2009,30.29,-97.77,1429848,510
78704,"TX",2009,30.24,-97.77,1171931,698
78705,"TX",2009,30.29,-97.74,238922,84
78717,"TX",2009,30.49,-97.75,838549,357
78719,"TX",2009,30.18,-97.68,20720,0
78721,"TX",2009,30.27,-97.68,117759,38
78722,"TX",2009,30.29,-97.71,152895,135
78723,"TX",2009,30.3,-97.69,476894,375
78724,"TX",2009,30.3,-97.62,223082,53
78725,"TX",2009,30.23,-97.61,94145,34
78726,"TX",2009,30.43,-97.84,462804,171
78727,"TX",2009,30.43,-97.72,797420,667
78728,"TX",2009,30.45,-97.69,425454,227
78729,"TX",2009,30.46,-97.76,705799,510
78730,"TX",2009,30.37,-97.84,568640,279
78731,"TX",2009,30.35,-97.77,1483228,970
78732,"TX",2009,30.38,-97.9,789349,269
78733,"TX",2009,30.32,-97.88,569563,377
78734,"TX",2009,30.38,-97.95,905230,509
78735,"TX",2009,30.27,-97.87,1037184,268
78736,"TX",2009,30.26,-97.96,235957,180
78737,"TX",2009,30.19,-97.96,533729,274
78738,"TX",2009,30.32,-97.96,814282,285
78739,"TX",2009,30.18,-97.89,740001,314
78741,"TX",2009,30.23,-97.71,464072,126
78742,"TX",2009,30.24,-97.66,9058,0
78744,"TX",2009,30.18,-97.73,488664,146
78745,"TX",2009,30.21,-97.8,1113889,734
78746,"TX",2009,30.3,-97.81,3170168,1184
78747,"TX",2009,30.13,-97.74,328380,139
78748,"TX",2009,30.17,-97.82,1009991,531
78749,"TX",2009,30.22,-97.86,1086270,744
78750,"TX",2009,30.42,-97.8,990225,903
78751,"TX",2009,30.31,-97.72,304937,182
78752,"TX",2009,30.33,-97.7,215354,82
78753,"TX",2009,30.38,-97.67,634005,302
78754,"TX",2009,30.36,-97.64,302953,138
78756,"TX",2009,30.32,-97.74,274414,159
78757,"TX",2009,30.35,-97.73,595705,532
78758,"TX",2009,30.39,-97.71,717128,431
78759,"TX",2009,30.4,-97.76,1520055,1200
78801,"TX",2009,29.21,-99.78,267105,155
78827,"TX",2009,28.44,-99.76,11435,0
78828,"TX",2009,29.87,-100.02,5928,0
78829,"TX",2009,28.94,-99.61,19152,0
78830,"TX",2009,28.56,-99.57,5600,0
78832,"TX",2009,29.31,-100.41,55099,37
78833,"TX",2009,29.66,-100.01,16335,0
78834,"TX",2009,28.52,-99.85,107095,92
78838,"TX",2009,29.51,-99.73,9718,0
78839,"TX",2009,28.68,-99.82,73945,72
78840,"TX",2009,29.37,-100.89,626440,324
78843,"TX",2009,29.35,-100.78,3122,0
78850,"TX",2009,29.35,-99.31,20683,0
78852,"TX",2009,28.7,-100.49,493645,245
78861,"TX",2009,29.35,-99.15,218808,114
78870,"TX",2009,29.3,-99.63,16026,0
78873,"TX",2009,29.72,-99.76,30012,14
78877,"TX",2009,28.95,-100.63,11372,0
78879,"TX",2009,29.63,-99.73,5452,0
78880,"TX",2009,30.01,-100.21,27308,24
78881,"TX",2009,29.32,-99.46,31936,24
78883,"TX",2009,29.63,-99.28,6668,0
